Trade Date,X,Filing Date,Ticker,Insider Name,Title,Trade Type,Price,Qty,Owned,ΔOwn,Value
2022-05-27,D,2022-06-01 20:08:20,TSLA,Baglino Andrew D,"SVP Powertrain, Energy Eng.",S - Sale+OE,$722.10,"-3,500","20,138",-15%,"-$2,527,350"
2022-05-02,D,2022-05-04 19:00:38,TSLA,Denholm Robyn M,Dir,S - Sale+OE,$869.35,"-24,779","25,121",-50%,"-$21,541,489"
2022-05-02,,2022-05-04 19:05:43,TSLA,Denholm Robyn M,Dir,S - Sale,$887.99,-121,"25,000",0%,"-$107,447"
2022-05-02,D,2022-05-04 20:25:47,TSLA,Baglino Andrew D,"SVP Powertrain, Energy Eng.",S - Sale+OE,$875.23,"-5,000","20,138",-20%,"-$4,376,135"
2022-04-28,,2022-04-29 9:08:21,TSLA,Musk Elon,"CEO, 10%",S - Sale,$839.81,"-1,576,984","166,616,267",-1%,"-$1,324,373,164"
2022-04-28,,2022-04-29 9:11:03,TSLA,Musk Elon,"CEO, 10%",S - Sale,$872.66,"-2,611,217","164,005,050",-2%,"-$2,147,483,647"
2022-04-28,,2022-04-29 9:15:51,TSLA,Musk Elon,"CEO, 10%",S - Sale,$887.91,"-1,041,799","162,963,251",-1%,"-$925,020,194"
2022-04-27,,2022-04-28 21:46:49,TSLA,Musk Elon,"CEO, 10%",S - Sale,$898.00,"-345,601","168,193,251",0%,"-$310,350,358"
2022-04-27,D,2022-04-29 18:56:49,TSLA,Baglino Andrew D,"SVP Powertrain, Energy Eng.",S - Sale+OE,$899.42,"-3,500","20,138",-15%,"-$3,147,970"
2022-04-26,,2022-04-28 21:13:46,TSLA,Musk Elon,"CEO, 10%",S - Sale,$889.08,"-2,258,486","170,349,765",-1%,"-$2,007,978,676"
2022-04-26,,2022-04-28 21:16:09,TSLA,Musk Elon,"CEO, 10%",S - Sale,$913.82,"-889,825","169,459,940",-1%,"-$813,139,334"
2022-04-26,,2022-04-28 21:33:56,TSLA,Musk Elon,"CEO, 10%",S - Sale,$954.51,"-316,161","169,143,779",0%,"-$301,779,090"
2022-04-26,M,2022-04-28 21:41:44,TSLA,Musk Elon,"CEO, 10%",S - Sale,$919.24,"-604,927","168,538,852",0%,"-$556,074,542"
2022-04-05,D,2022-04-07 19:00:13,TSLA,Taneja Vaibhav,Chief Accounting Officer,S - Sale+OE,"$1,108.24","-5,700","25,985",-18%,"-$6,316,944"
2022-04-05,,2022-04-07 19:05:14,TSLA,Taneja Vaibhav,Chief Accounting Officer,S - Sale,"$1,141.94","-1,300","24,685",-5%,"-$1,484,528"
2022-03-28,D,2022-03-30 19:16:52,TSLA,Baglino Andrew D,"SVP Powertrain, Energy Eng.",S - Sale+OE,"$1,065.00","-3,500","20,138",-15%,"-$3,727,500"
2022-03-07,D,2022-03-08 19:32:27,TSLA,Taneja Vaibhav,Chief Accounting Officer,S - Sale+OE,$845.39,"-1,535","24,685",-6%,"-$1,297,675"
2022-03-07,D,2022-03-08 19:36:54,TSLA,Baglino Andrew D,"SVP Powertrain, Energy Eng.",S - Sale+OE,$845.39,-897,"20,138",-4%,"-$758,316"
2022-03-07,D,2022-03-08 19:44:26,TSLA,Kirkhorn Zachary,CFO,S - Sale+OE,$845.39,"-2,389","59,318",-4%,"-$2,019,639"
2022-03-01,D,2022-03-03 20:39:58,TSLA,Denholm Robyn M,Dir,S - Sale+OE,$867.80,"-25,000","5,000",-83%,"-$21,694,957"
2022-02-28,D,2022-03-02 19:57:12,TSLA,Baglino Andrew D,"SVP Powertrain, Energy Eng.",S - Sale+OE,$815.72,"-3,500","19,249",-15%,"-$2,855,020"
2022-02-17,,2022-02-22 19:02:30,TSLA,Kirkhorn Zachary,CFO,S - Sale,$913.26,"-1,250","56,084",-2%,"-$1,141,575"
2022-02-01,D,2022-02-03 19:38:47,TSLA,Denholm Robyn M,Dir,S - Sale+OE,$923.57,"-25,000","5,000",-83%,"-$23,089,129"
2022-01-27,D,2022-01-31 19:37:05,TSLA,Baglino Andrew D,"SVP Powertrain, Energy Eng.",S - Sale+OE,$933.56,"-3,500","19,249",-15%,"-$3,267,460"
2022-01-18,,2022-01-20 19:39:00,TSLA,Kirkhorn Zachary,CFO,S - Sale,"$1,026.75","-1,250","57,334",-2%,"-$1,283,438"
2022-01-05,D,2022-01-07 18:36:21,TSLA,Taneja Vaibhav,Chief Accounting Officer,S - Sale+OE,"$1,131.26","-5,900","24,005",-20%,"-$6,674,424"
2022-01-05,,2022-01-07 18:37:27,TSLA,Taneja Vaibhav,Chief Accounting Officer,S - Sale,"$1,160.85","-1,100","22,905",-5%,"-$1,276,940"
2021-12-28,D,2021-12-28 20:47:39,TSLA,Musk Elon,"CEO, 10%",S - Sale+OE,"$1,091.48","-923,435","630,741",-59%,"-$1,007,908,791"
2021-12-28,,2021-12-28 20:48:31,TSLA,Musk Elon,"CEO, 10%",S - Sale,"$1,113.59","-10,655","177,652,251",0%,"-$11,865,297"
2021-12-27,D,2021-12-29 21:28:05,TSLA,Baglino Andrew D,"SVP Powertrain, Energy Eng.",S - Sale+OE,"$1,073.00","-3,500","19,249",-15%,"-$3,755,500"
2021-12-22,D,2021-12-22 21:24:05,TSLA,Musk Elon,"CEO, 10%",S - Sale+OE,$979.69,"-340,564","2,919,471",-10%,"-$333,647,031"
2021-12-22,,2021-12-22 21:28:07,TSLA,Musk Elon,"CEO, 10%",S - Sale,"$1,002.35","-593,527","177,032,165",0%,"-$594,924,622"
2021-12-21,,2021-12-21 21:36:14,TSLA,Musk Elon,"CEO, 10%",S - Sale,$929.36,"-350,480","175,861,085",0%,"-$325,723,600"
2021-12-21,D,2021-12-21 21:52:37,TSLA,Musk Elon,"CEO, 10%",S - Sale+OE,$904.74,"-583,611","1,505,344",-28%,"-$528,016,861"
2021-12-17,,2021-12-21 20:36:26,TSLA,Kirkhorn Zachary,CFO,S - Sale,$915.00,"-1,250","55,384",-2%,"-$1,143,750"
2021-12-16,D,2021-12-16 20:52:48,TSLA,Musk Elon,"CEO, 10%",S - Sale+OE,$935.75,"-638,877","1,513,063",-30%,"-$597,827,015"
2021-12-16,,2021-12-16 20:55:23,TSLA,Musk Elon,"CEO, 10%",S - Sale,$969.83,"-295,214","174,706,221",0%,"-$286,307,000"
2021-12-13,D,2021-12-13 20:02:44,TSLA,Musk Elon,"CEO, 10%",S - Sale+OE,$965.62,"-764,980","1,369,460",-36%,"-$738,683,277"
2021-12-13,,2021-12-13 20:04:28,TSLA,Musk Elon,"CEO, 10%",S - Sale,$992.27,"-169,111","173,488,372",0%,"-$167,804,268"
2021-12-09,D,2021-12-09 20:19:57,TSLA,Musk Elon,"CEO, 10%",S - Sale+OE,"$1,021.56","-543,452","1,621,789",-25%,"-$555,171,415"
2021-12-09,,2021-12-09 20:21:07,TSLA,Musk Elon,"CEO, 10%",S - Sale,"$1,044.54","-390,639","172,288,023",0%,"-$408,039,939"
2021-12-06,D,2021-12-07 21:02:06,TSLA,Kirkhorn Zachary,CFO,S - Sale+OE,$980.43,"-2,652","56,634",-4%,"-$2,600,345"
2021-12-06,D,2021-12-07 21:11:06,TSLA,Taneja Vaibhav,Chief Accounting Officer,S - Sale+OE,$980.41,"-1,591","22,905",-6%,"-$1,559,339"
2021-12-06,D,2021-12-07 21:20:23,TSLA,Baglino Andrew D,"SVP Powertrain, Energy Eng.",S - Sale+OE,$980.47,-917,"19,249",-5%,"-$899,091"
2021-12-02,D,2021-12-02 21:43:36,TSLA,Musk Elon,"CEO, 10%",S - Sale+OE,"$1,079.29","-634,592","1,498,849",-30%,"-$684,906,148"
2021-12-02,,2021-12-02 21:45:11,TSLA,Musk Elon,"CEO, 10%",S - Sale,"$1,097.65","-299,499","171,056,873",0%,"-$328,744,683"
2021-11-23,D,2021-11-23 21:30:17,TSLA,Musk Elon,"CEO, 10%",S - Sale+OE,"$1,081.58","-222,711","1,929,970",-10%,"-$240,879,277"
2021-11-23,,2021-11-23 21:32:00,TSLA,Musk Elon,"CEO, 10%",S - Sale,"$1,114.76","-308,694","1,621,276",-16%,"-$344,120,356"
2021-11-23,,2021-11-23 21:33:26,TSLA,Musk Elon,"CEO, 10%",S - Sale,"$1,145.29","-276,215","1,345,061",-17%,"-$316,346,849"
2021-11-23,,2021-11-23 21:34:33,TSLA,Musk Elon,"CEO, 10%",S - Sale,"$1,171.04","-126,471","169,857,523",0%,"-$148,102,963"
2021-11-17,,2021-11-19 19:02:03,TSLA,Kirkhorn Zachary,CFO,S - Sale,"$1,063.51","-1,250","53,662",-2%,"-$1,329,388"
2021-11-16,D,2021-11-16 20:02:18,TSLA,Musk Elon,"CEO, 10%",S - Sale+OE,"$1,025.82","-209,688","3,077,654",-6%,"-$215,101,825"
2021-11-16,,2021-11-16 20:06:48,TSLA,Musk Elon,"CEO, 10%",S - Sale,"$1,046.73","-724,403","168,638,933",0%,"-$758,251,348"
2021-11-15,D,2021-11-15 20:18:26,TSLA,Musk Elon,"CEO, 10%",S - Sale+OE,$992.72,"-785,896","1,321,776",-37%,"-$780,174,796"
2021-11-15,,2021-11-15 20:20:14,TSLA,Musk Elon,"CEO, 10%",S - Sale,"$1,015.85","-148,195","167,459,263",0%,"-$150,543,964"
2021-11-12,,2021-11-12 20:28:11,TSLA,Musk Elon,"CEO, 10%",S - Sale,"$1,029.67","-1,200,000","166,285,682",-1%,"-$1,235,607,329"
2021-11-11,,2021-11-12 6:02:43,TSLA,Musk Elon,"CEO, 10%",S - Sale,"$1,072.22","-587,638","167,537,781",0%,"-$630,079,728"
2021-11-11,,2021-11-12 6:03:56,TSLA,Musk Elon,"CEO, 10%",S - Sale,"$1,098.24","-52,099","167,485,682",0%,"-$57,217,365"
2021-11-10,,2021-11-10 21:46:47,TSLA,Musk Elon,"CEO, 10%",S - Sale,"$1,019.03","-58,101","167,346,837",0%,"-$59,206,941"
2021-11-10,,2021-11-10 21:47:47,TSLA,Musk Elon,"CEO, 10%",S - Sale,"$1,048.46","-199,893","167,146,944",0%,"-$209,580,234"
2021-11-10,,2021-11-10 21:49:31,TSLA,Musk Elon,"CEO, 10%",S - Sale,"$1,068.09","-242,006","168,125,419",0%,"-$258,484,236"
2021-11-09,,2021-11-10 21:34:13,TSLA,Musk Elon,"CEO, 10%",S - Sale,"$1,027.48","-582,357","169,910,628",0%,"-$598,357,803"
2021-11-09,,2021-11-10 21:37:58,TSLA,Musk Elon,"CEO, 10%",S - Sale,"$1,055.42","-952,211","168,958,417",-1%,"-$1,004,977,896"
2021-11-09,,2021-11-10 21:42:18,TSLA,Musk Elon,"CEO, 10%",S - Sale,"$1,092.10","-613,316","168,345,101",0%,"-$669,801,011"
2021-11-09,,2021-11-10 21:43:15,TSLA,Musk Elon,CEO,S - Sale,"$1,138.45","-528,687","167,816,414",0%,"-$601,885,329"
2021-11-09,,2021-11-10 21:45:38,TSLA,Musk Elon,"CEO, 10%",S - Sale,"$1,162.83","-411,476","168,625,419",0%,"-$478,474,858"
2021-11-08,D,2021-11-10 18:23:34,TSLA,Musk Elon,"CEO, 10%",S - Sale+OE,"$1,164.95","-257,279","1,897,293",-12%,"-$299,717,449"
2021-11-08,,2021-11-10 18:28:55,TSLA,Musk Elon,"CEO, 10%",S - Sale,"$1,185.89","-676,812","171,713,466",0%,"-$802,625,029"
2021-11-05,D,2021-11-05 21:22:24,TSLA,Musk Kimbal,Dir,S - Sale+OE,"$1,229.06","-88,500","511,240",-15%,"-$108,771,415"
2021-11-01,D,2021-11-03 20:03:50,TSLA,Denholm Robyn M,Dir,S - Sale+OE,"$1,141.66","-25,000","5,000",-83%,"-$28,541,467"
2021-10-27,D,2021-10-28 16:05:34,TSLA,Ehrenpreis IRA Matthew,Dir,S - Sale+OE,"$1,048.88","-188,030","205,734",-48%,"-$197,220,456"
2021-10-27,,2021-10-28 16:10:24,TSLA,Ehrenpreis IRA Matthew,Dir,S - Sale,"$1,064.33","-15,399","190,335",-7%,"-$16,389,666"
2021-10-27,D,2021-10-29 20:53:11,TSLA,Baglino Andrew D,"SVP Powertrain, Energy Eng.",S - Sale+OE,"$1,038.18","-1,000","18,380",-5%,"-$1,038,180"
2021-10-18,,2021-10-20 20:35:36,TSLA,Kirkhorn Zachary,CFO,S - Sale,$851.47,"-1,250","54,912",-2%,"-$1,064,338"
2021-10-18,D,2021-10-20 20:39:13,TSLA,Taneja Vaibhav,Chief Accounting Officer,S - Sale+OE,$864.31,"-7,000","21,212",-25%,"-$6,050,148"
2021-09-27,D,2021-09-29 20:03:01,TSLA,Baglino Andrew D,"SVP Powertrain, Energy Eng.",S - Sale+OE,$773.42,"-1,005","18,380",-5%,"-$777,287"
2021-09-17,,2021-09-21 19:26:58,TSLA,Kirkhorn Zachary,CFO,S - Sale,$756.95,"-1,250","56,162",-2%,"-$946,188"
2021-09-07,D,2021-09-08 20:22:16,TSLA,Baglino Andrew D,"SVP Powertrain, Energy Eng.",S - Sale+OE,$752.90,-896,"18,385",-5%,"-$674,602"
2021-09-07,D,2021-09-08 20:25:12,TSLA,Taneja Vaibhav,Chief Accounting Officer,S - Sale+OE,$752.90,"-1,767","21,212",-8%,"-$1,330,193"
2021-09-07,D,2021-09-08 20:27:41,TSLA,Kirkhorn Zachary,CFO,S - Sale+OE,$752.90,"-2,780","57,412",-5%,"-$2,092,885"
2021-09-01,D,2021-09-03 19:49:05,TSLA,Denholm Robyn M,Dir,S - Sale+OE,$736.72,"-31,250","5,000",-86%,"-$23,022,595"
2021-08-27,D,2021-08-31 19:40:58,TSLA,Baglino Andrew D,"SVP Powertrain, Energy Eng.",S - Sale+OE,$705.41,"-1,500","17,497",-8%,"-$1,058,115"
2021-08-17,,2021-08-19 20:07:13,TSLA,Kirkhorn Zachary,CFO,S - Sale,$672.59,"-1,250","54,257",-2%,"-$840,738"
2021-08-06,D,2021-08-10 20:08:47,TSLA,Baglino Andrew D,"SVP Powertrain, Energy Eng.",S - Sale+OE,$711.04,"-10,000","17,997",-36%,"-$7,110,360"
2021-08-02,D,2021-08-04 20:27:26,TSLA,Denholm Robyn M,Dir,S - Sale+OE,$707.60,"-31,250","5,000",-86%,"-$22,112,634"
2021-07-27,D,2021-07-29 18:23:34,TSLA,Baglino Andrew D,"SVP Powertrain, Energy Eng.",S - Sale+OE,$663.38,"-1,500","17,997",-8%,"-$995,070"
2021-07-19,,2021-07-21 20:57:25,TSLA,Kirkhorn Zachary,CFO,S - Sale,$629.73,"-1,250","55,507",-2%,"-$787,163"
2021-07-06,D,2021-07-08 18:59:14,TSLA,Taneja Vaibhav,Chief Accounting Officer,S - Sale+OE,$661.59,"-4,459","19,312",-19%,"-$2,950,031"
2021-06-28,D,2021-06-30 19:26:44,TSLA,Baglino Andrew D,"SVP Powertrain, Energy Eng.",S - Sale+OE,$671.64,"-1,500","18,497",-8%,"-$1,007,460"
2021-06-17,,2021-06-21 19:20:25,TSLA,Kirkhorn Zachary,CFO,S - Sale,$601.55,"-1,250","56,757",-2%,"-$751,938"
2021-06-07,D,2021-06-08 20:09:50,TSLA,Kirkhorn Zachary,CFO,S - Sale+OE,$587.84,"-3,022","58,007",-5%,"-$1,776,465"
2021-06-07,D,2021-06-08 20:13:07,TSLA,Baglino Andrew D,"SVP Powertrain, Energy Eng.",S - Sale+OE,$587.83,-903,"18,997",-5%,"-$530,814"
2021-06-07,D,2021-06-08 20:26:28,TSLA,Taneja Vaibhav,Chief Accounting Officer,S - Sale+OE,$587.84,"-1,813","19,681",-8%,"-$1,065,747"
2021-05-27,D,2021-06-01 19:08:34,TSLA,Baglino Andrew D,"SVP Powertrain, Energy Eng.",S - Sale+OE,$620.17,"-1,500","18,114",-8%,"-$930,255"
2021-05-17,,2021-05-19 19:08:49,TSLA,Kirkhorn Zachary,CFO,S - Sale,$575.34,"-1,250","54,734",-2%,"-$719,175"
2021-05-10,D,2021-05-12 19:19:04,TSLA,Guillen Jerome M,"Pres, Heavy Trucking",S - Sale+OE,$644.06,"-10,000","50,598",-17%,"-$6,440,627"
2021-04-27,D,2021-04-29 20:20:24,TSLA,Baglino Andrew D,"SVP Powertrain, Energy Eng.",S - Sale+OE,$717.17,"-1,500","18,614",-7%,"-$1,075,755"
2021-04-26,D,2021-04-28 21:41:35,TSLA,Denholm Robyn M,Dir,S - Sale+OE,$740.97,"-62,500","5,000",-93%,"-$46,310,388"
2021-04-19,,2021-04-21 20:23:48,TSLA,Kirkhorn Zachary,CFO,S - Sale,$718.00,"-1,250","55,984",-2%,"-$897,500"
2021-04-12,D,2021-04-14 19:13:28,TSLA,Guillen Jerome M,"Pres, Heavy Trucking",S - Sale+OE,$697.87,"-10,000","50,598",-17%,"-$6,978,659"
2021-04-05,D,2021-04-07 20:04:10,TSLA,Taneja Vaibhav,Chief Accounting Officer,S - Sale+OE,$696.57,"-4,453","17,826",-20%,"-$3,101,831"
2021-04-01,D,2021-04-05 19:51:21,TSLA,Musk Kimbal,Dir,S - Sale+OE,$675.85,"-12,000","599,740",-2%,"-$8,110,149"
2021-03-29,D,2021-03-31 19:59:03,TSLA,Baglino Andrew D,"SVP Powertrain, Energy Eng.",S - Sale+OE,$615.75,"-1,500","19,114",-7%,"-$923,625"
2021-03-17,,2021-03-19 19:20:45,TSLA,Kirkhorn Zachary,CFO,S - Sale,$655.81,"-1,250","57,234",-2%,"-$819,763"
2021-03-10,D,2021-03-11 19:32:36,TSLA,Guillen Jerome M,"Pres, Automative",S - Sale+OE,$681.22,"-9,400","51,198",-16%,"-$6,403,432"
2021-03-10,,2021-03-11 19:47:42,TSLA,Guillen Jerome M,"Pres, Automative",S - Sale,$711.30,-600,"50,598",-1%,"-$426,778"
2021-03-08,D,2021-03-09 19:33:44,TSLA,Kirkhorn Zachary,CFO,S - Sale+OE,$595.08,"-2,818","58,484",-5%,"-$1,676,935"
2021-03-08,D,2021-03-09 20:30:52,TSLA,Guillen Jerome M,"Pres, Automotive",S - Sale+OE,$595.08,-609,"50,598",-1%,"-$362,404"
2021-03-08,D,2021-03-09 20:36:59,TSLA,Baglino Andrew D,"SVP Powertrain, Energy Eng.",S - Sale+OE,$595.08,-897,"19,614",-4%,"-$533,787"
2021-03-08,D,2021-03-09 21:05:42,TSLA,Taneja Vaibhav,Chief Accounting Officer,S - Sale+OE,$595.08,"-1,844","18,189",-9%,"-$1,097,328"
2021-03-01,D,2021-03-03 20:20:08,TSLA,Baglino Andrew D,"SVP Powertrain, Energy Eng.",S - Sale+OE,$690.11,"-1,500","18,726",-7%,"-$1,035,165"
2021-02-17,,2021-02-19 20:28:54,TSLA,Kirkhorn Zachary,CFO,S - Sale,$778.17,"-1,250","55,007",-2%,"-$972,713"
2021-02-10,D,2021-02-12 19:55:53,TSLA,Guillen Jerome M,"Pres, Automotive",S - Sale+OE,$817.58,"-10,000","49,959",-17%,"-$8,175,763"
2021-02-10,D,2021-02-12 21:10:33,TSLA,Baglino Andrew D,"SVP Powertrain, Energy Eng.",S - Sale+OE,$807.89,"-4,000","19,226",-17%,"-$3,231,540"
2021-02-09,D,2021-02-10 19:53:53,TSLA,Gracias Antonio J.,Dir,S - Sale+OE,$846.59,"-150,747","1,306,830",-10%,"-$127,621,080"
2021-02-09,,2021-02-10 20:20:31,TSLA,Musk Kimbal,Dir,S - Sale,$852.12,"-30,000","599,740",-5%,"-$25,563,510"
2021-01-27,D,2021-01-28 21:15:33,TSLA,Baglino Andrew D,"SVP Powertrain, Energy Eng.",S - Sale+OE,$870.35,"-1,500","19,226",-7%,"-$1,305,525"
2021-01-19,,2021-01-21 20:43:49,TSLA,Kirkhorn Zachary,CFO,S - Sale,$837.74,"-1,250","56,257",-2%,"-$1,047,175"
2021-01-11,,2021-01-14 19:30:04,TSLA,Guillen Jerome M,"Pres, Automative",S - Sale,$833.75,"-10,000","49,959",-17%,"-$8,337,533"
2021-01-06,D,2021-01-08 21:56:40,TSLA,Taneja Vaibhav,Chief Accounting Officer,S - Sale+OE,$762.99,"-4,463","16,315",-21%,"-$3,405,242"
2020-12-31,D,2021-01-05 20:49:56,TSLA,Wilson-Thompson Kathleen,Dir,S - Sale+OE,$697.57,"-13,885","1,800",-89%,"-$9,685,703"
2020-12-28,D,2020-12-30 20:58:09,TSLA,Baglino Andrew D,"SVP Powertrain, Energy Eng.",S - Sale+OE,$674.68,"-1,500","19,726",-7%,"-$1,012,020"
2020-12-17,,2020-12-21 21:12:55,TSLA,Kirkhorn Zachary,CFO,S - Sale,$628.59,"-1,250","57,507",-2%,"-$785,738"
2020-12-10,D,2020-12-14 20:05:12,TSLA,Guillen Jerome M,"Pres, Automotive",S - Sale+OE,$613.48,"-10,000","49,959",-17%,"-$6,134,794"
2020-12-07,D,2020-12-09 21:36:41,TSLA,Denholm Robyn M,Dir,S - Sale+OE,$609.55,"-43,610","5,000",-90%,"-$26,582,465"
2020-11-30,D,2020-12-02 20:51:12,TSLA,Wilson-Thompson Kathleen,Dir,S - Sale+OE,$592.99,"-12,500","1,800",-87%,"-$7,412,426"
2020-11-17,,2020-11-19 20:23:44,TSLA,Kirkhorn Zachary,CFO,S - Sale,$460.26,"-1,250","55,624",-2%,"-$575,325"
2020-11-16,D,2020-11-18 21:18:41,TSLA,Denholm Robyn M,Dir,S - Sale+OE,$408.01,"-43,610","5,000",-90%,"-$17,793,506"
2020-11-10,D,2020-11-12 21:13:53,TSLA,Baglino Andrew D,"SVP Powertrain, Energy Eng.",S - Sale+OE,$420.00,"-1,100","19,337",-5%,"-$462,000"
2020-10-30,D,2020-11-03 20:56:50,TSLA,Wilson-Thompson Kathleen,Dir,S - Sale+OE,$399.99,"-12,500","1,800",-87%,"-$4,999,815"
2020-10-27,D,2020-10-28 20:37:24,TSLA,Gracias Antonio J.,Dir,S - Sale+OE,$424.41,"-155,000","1,346,830",-10%,"-$65,784,227"
2020-10-27,D,2020-10-29 20:38:15,TSLA,Kirkhorn Zachary,CFO,S - Sale+OE,$427.14,"-10,000","56,874",-15%,"-$4,271,350"
2020-10-27,D,2020-10-29 21:17:09,TSLA,Baglino Andrew D,"SVP Powertrain, Energy Eng.",S - Sale+OE,$424.60,"-10,000","19,837",-34%,"-$4,245,980"
2020-10-26,D,2020-10-28 21:12:26,TSLA,Denholm Robyn M,Dir,S - Sale+OE,$417.99,"-43,610","5,000",-90%,"-$18,228,306"
2020-10-19,D,2020-10-21 20:51:45,TSLA,Kirkhorn Zachary,CFO,S - Sale+OE,$446.24,"-1,250","56,874",-2%,"-$557,800"
2020-10-12,D,2020-10-14 20:04:01,TSLA,Baglino Andrew D,"SVP Powertrain, Energy Eng.",S - Sale+OE,$442.00,"-1,500","19,837",-7%,"-$663,000"
2020-10-05,D,2020-10-07 20:26:59,TSLA,Taneja Vaibhav,Chief Accounting Officer,S - Sale+OE,$425.17,"-4,404","14,854",-23%,"-$1,872,444"
2020-10-01,D,2020-10-05 21:10:53,TSLA,Guillen Jerome M,"Pres, Automotive",S - Sale+OE,$442.43,"-15,000","49,357",-23%,"-$6,636,511"
2020-09-30,D,2020-10-05 20:45:48,TSLA,Wilson-Thompson Kathleen,Dir,S - Sale+OE,$426.97,"-12,500","1,800",-87%,"-$5,337,111"
2020-09-17,,2020-09-18 20:16:20,TSLA,Kirkhorn Zachary,CFO,S - Sale,$416.15,"-1,250","58,124",-2%,"-$520,188"
2020-09-10,D,2020-09-14 20:26:59,TSLA,Baglino Andrew D,"SVP Powertrain, Energy Eng.",S - Sale+OE,$387.44,"-1,500","20,337",-7%,"-$581,160"
2020-09-01,D,2020-09-03 20:58:15,TSLA,Guillen Jerome M,"Pres, Automotive",S - Sale+OE,$479.00,"-15,000","48,863",-23%,"-$7,184,927"
2020-09-01,D,2020-09-03 21:26:46,TSLA,Musk Kimbal,Dir,S - Sale+OE,$482.59,"-36,375","638,240",-5%,"-$17,554,318"
2020-08-31,D,2020-09-02 20:50:50,TSLA,Wilson-Thompson Kathleen,Dir,S - Sale+OE,$451.48,"-12,500","1,800",-87%,"-$5,643,550"
2020-08-17,E,2020-08-19 21:43:57,TSLA,Kirkhorn Zachary,CFO,S - Sale,$6.71,-250,"11,331",-2%,"-$1,678"
2020-08-10,DE,2020-08-12 20:43:28,TSLA,Baglino Andrew D,"SVP Powertrain, Energy Eng.",S - Sale+OE,$4.82,-300,"4,022",-7%,"-$1,445"
2020-08-03,DE,2020-08-05 20:48:33,TSLA,Guillen Jerome M,"Pres, Automotive",S - Sale+OE,$0.48,"-3,000","9,752",-24%,"-$1,450"
2020-07-31,DE,2020-08-04 21:17:52,TSLA,Wilson-Thompson Kathleen,Dir,S - Sale+OE,$0.61,"-2,500",360,-87%,"-$1,516"
2020-07-30,DE,2020-08-03 20:08:56,TSLA,Denholm Robyn M,Dir,S - Sale+OE,$1.48,"-26,167","1,000",-96%,"-$38,706"
2020-07-27,DE,2020-07-29 21:41:59,TSLA,Baglino Andrew D,"SVP Powertrain, Energy Eng.",S - Sale+OE,$0.36,"-4,000","4,122",-49%,"-$1,456"
2020-07-27,DE,2020-07-29 21:45:35,TSLA,Baglino Andrew D,"SVP Powertrain, Energy Eng.",S - Sale+OE,$0.36,"-4,000","4,122",-49%,"-$1,456"
2020-07-27,DE,2020-07-29 21:51:50,TSLA,Baglino Andrew D,"SVP Powertrain, Energy Eng.",S - Sale+OE,$0.36,"-4,000","4,122",-49%,"-$1,456"
2020-07-27,DE,2020-07-29 21:52:53,TSLA,Baglino Andrew D,"SVP Powertrain, Energy Eng.",S - Sale+OE,$0.36,"-4,000","4,122",-49%,"-$1,456"
2020-07-20,DE,2020-07-22 21:50:02,TSLA,Taneja Vaibhav,Chief Accounting Officer,S - Sale+OE,$14.19,-887,"2,729",-25%,"-$12,589"
2020-07-17,E,2020-07-21 21:16:28,TSLA,Kirkhorn Zachary,CFO,S - Sale,$6.05,-250,"11,581",-2%,"-$1,513"
2020-07-10,DE,2020-07-14 21:58:41,TSLA,Baglino Andrew D,"SVP Powertrain, Energy Eng.",S - Sale+OE,$4.65,-300,"4,122",-7%,"-$1,396"
2020-07-01,DE,2020-07-06 20:24:56,TSLA,Guillen Jerome M,"Pres, Automotive",S - Sale+OE,$0.36,"-3,000","9,752",-24%,"-$1,084"
2020-06-10,D,2020-06-12 21:15:15,TSLA,Baglino Andrew D,"SVP Powertrain, Energy Eng.",S - Sale+OE,$991.47,-300,"4,222",-7%,"-$297,441"
2020-06-08,D,2020-06-09 21:05:38,TSLA,Taneja Vaibhav,Chief Accounting Officer,S - Sale+OE,$949.76,-500,"2,799",-15%,"-$474,880"
2020-06-01,D,2020-06-03 21:22:09,TSLA,Guillen Jerome M,"Pres, Automotive",S - Sale+OE,$858.80,"-4,548","9,491",-32%,"-$3,905,822"
2020-06-01,D,2020-06-03 21:53:16,TSLA,Musk Kimbal,Dir,S - Sale+OE,$895.00,"-7,275","130,848",-5%,"-$6,511,125"
2020-05-18,,2020-05-20 21:16:47,TSLA,Kirkhorn Zachary,CFO,S - Sale,$827.00,-150,"11,132",-1%,"-$124,050"
2020-05-11,D,2020-05-13 21:10:29,TSLA,Taneja Vaibhav,Chief Accounting Officer,S - Sale+OE,$815.00,-500,"2,382",-17%,"-$407,500"
2020-05-11,D,2020-05-13 21:31:26,TSLA,Baglino Andrew D,"SVP Powertrain, Energy Eng.",S - Sale+OE,$790.51,-200,"4,145",-5%,"-$158,102"
2020-05-06,D,2020-05-08 19:53:15,TSLA,Baglino Andrew D,"SVP Powertrain, Energy Eng.",S - Sale+OE,$785.75,"-2,000","4,145",-33%,"-$1,571,496"
2020-04-30,D,2020-05-04 21:17:55,TSLA,Guillen Jerome M,"Pres, Automotive",S - Sale+OE,$855.00,"-2,275","9,491",-19%,"-$1,945,125"
2020-04-17,,2020-04-21 21:21:38,TSLA,Kirkhorn Zachary,CFO,S - Sale,$772.92,-150,"11,282",-1%,"-$115,938"
